t,p,conc
1e-12,0.46698113207547165,-0.0660377358490567
1e-12,0.4716981132075472,-0.05660377358490565
1e-12,0.47641509433962265,-0.04716981132075476
1e-12,0.4811320754716981,-0.037735849056603765
1e-12,0.4858490566037736,-0.02830188679245277
1e-12,0.49056603773584906,-0.018867924528301883
1e-12,0.49528301886792453,-0.009433962264150997
1e-12,0.5,0.0
1e-12,0.5047169811320755,0.009433962264151108
1e-12,0.5094339622641509,0.018867924528301883
1e-12,0.5141509433962264,0.028301886792452713
1e-12,0.5188679245283019,0.037735849056603765
1e-12,0.5235849056603774,0.04716981132075487
1e-12,0.5283018867924528,0.05660377358490565
1e-12,0.5330188679245282,0.06603773584905648
1e-12,0.5377358490566038,0.07547169811320753
1e-12,0.5424528301886793,0.08490566037735864
1e-12,0.5471698113207547,0.09433962264150941
1e-12,0.5518867924528301,0.10377358490566024
1e-12,0.5566037735849056,0.1132075471698113
1e-12,0.5613207547169812,0.1226415094339624
1e-12,0.5660377358490566,0.13207547169811318
1e-12,0.570754716981132,0.141509433962264
1e-12,0.5754716981132075,0.15094339622641506
1e-12,0.5801886792452831,0.16037735849056617
1e-12,0.5849056603773585,0.16981132075471694
1e-12,0.5896226415094339,0.17924528301886777
1e-12,0.5943396226415094,0.18867924528301883
1e-12,0.5990566037735849,0.19811320754716993
1e-12,0.6037735849056604,0.2075471698113207
1e-12,0.6084905660377358,0.21698113207547154
1e-12,0.6132075471698113,0.2264150943396226
1e-12,0.6179245283018868,0.2358490566037737
1e-12,0.6226415094339622,0.24528301886792447
1e-12,0.6273584905660377,0.2547169811320753
1e-12,0.6320754716981132,0.2641509433962264
1e-12,0.6367924528301887,0.2735849056603774
1e-12,0.6415094339622641,0.2830188679245283
1e-12,0.6462264150943395,0.29245283018867907
1e-12,0.6509433962264151,0.3018867924528302
1e-12,0.6556603773584906,0.3113207547169812
1e-12,0.660377358490566,0.32075471698113206
1e-12,0.6650943396226414,0.33018867924528283
1e-12,0.6698113207547169,0.33962264150943394
1e-12,0.6745283018867925,0.34905660377358494
1e-12,0.6792452830188679,0.3584905660377358
1e-12,0.6839622641509433,0.3679245283018866
1e-12,0.6886792452830188,0.3773584905660377
1e-12,0.6933962264150944,0.3867924528301887
1e-12,0.6981132075471698,0.3962264150943396
1e-12,0.7028301886792453,0.4056603773584906
1e-12,0.7075471698113207,0.4150943396226415
1e-12,0.7122641509433962,0.42452830188679247
1e-12,0.7169811320754718,0.4339622641509435
1e-12,0.7216981132075472,0.44339622641509435
1e-12,0.7264150943396226,0.45283018867924524
1e-12,0.7311320754716981,0.46226415094339623
1e-12,0.7358490566037736,0.4716981132075473
1e-12,0.7405660377358491,0.4811320754716981
1e-12,0.7452830188679245,0.490566037735849
1e-12,0.75,0.5
1e-12,0.7547169811320754,0.5094339622641508
1e-12,0.7594339622641509,0.5188679245283019
1e-12,0.7641509433962264,0.5283018867924527
1e-12,0.7688679245283019,0.5377358490566038
1e-12,0.7735849056603773,0.5471698113207546
1e-12,0.7783018867924528,0.5566037735849056
1e-12,0.7830188679245282,0.5660377358490565
1e-12,0.7877358490566038,0.5754716981132075
1e-12,0.7924528301886792,0.5849056603773584
1e-12,0.7971698113207547,0.5943396226415094
1e-12,0.8018867924528301,0.6037735849056602
1e-12,0.8066037735849056,0.6132075471698113
1e-12,0.8113207547169811,0.6226415094339621
1e-12,0.8160377358490566,0.6320754716981132
1e-12,0.820754716981132,0.641509433962264
1e-12,0.8254716981132075,0.6509433962264151
1e-12,0.830188679245283,0.6603773584905659
1e-12,0.8349056603773585,0.6698113207547169
1e-12,0.8396226415094339,0.6792452830188678
1e-12,0.8443396226415094,0.6886792452830188
1e-12,0.8490566037735848,0.6981132075471697
1e-12,0.8537735849056604,0.7075471698113207
1e-12,0.8584905660377359,0.7169811320754718
1e-12,0.8632075471698113,0.7264150943396226
1e-12,0.8679245283018868,0.7358490566037736
1e-12,0.8726415094339622,0.7452830188679245
1e-12,0.8773584905660378,0.7547169811320755
1e-12,0.8820754716981132,0.7641509433962264
1e-12,0.8867924528301887,0.7735849056603774
1e-12,0.8915094339622641,0.7830188679245282
1e-12,0.8962264150943396,0.7924528301886793
1e-12,0.9009433962264151,0.8018867924528301
1e-12,0.9056603773584906,0.8113207547169812
1e-12,0.910377358490566,0.820754716981132
1e-12,0.9150943396226415,0.8301886792452831
1e-12,0.9198113207547169,0.8396226415094339
1e-12,0.9245283018867925,0.8490566037735849
1e-12,0.9292452830188679,0.8584905660377358
1e-12,0.9339622641509434,0.8679245283018868
1e-12,0.9386792452830188,0.8773584905660377
1e-12,0.9433962264150944,0.8867924528301887
1e-12,0.9481132075471698,0.8962264150943395
1e-12,0.9528301886792453,0.9056603773584906
1e-12,0.9575471698113207,0.9150943396226414
1e-12,0.9622641509433962,0.9245283018867925
1e-12,0.9669811320754716,0.9339622641509433
1e-12,0.9716981132075472,0.9433962264150944
1e-12,0.9764150943396226,0.9528301886792452
1e-12,0.9811320754716981,0.9622641509433962
1e-12,0.9858490566037735,0.9716981132075471
1e-12,0.9905660377358491,0.9811320754716981
1e-12,0.9952830188679245,0.990566037735849
1e-12,1.0,1.0
0.026845637584885906,0.25,-0.5
0.026845637584885906,0.25471698113207547,-0.49056828347175485
0.026845637584885906,0.25943396226415094,-0.4811365669435098
0.026845637584885906,0.2641509433962264,-0.4717048504152648
0.026845637584885906,0.2688679245283019,-0.4622731338870197
0.026845637584885906,0.27358490566037735,-0.45284141735877453
0.026845637584885906,0.2783018867924528,-0.4434097008305295
0.026845637584885906,0.2830188679245283,-0.4339779843022844
0.026845637584885906,0.28773584905660377,-0.4245462677740393
0.026845637584885906,0.29245283018867924,-0.41511455124579416
0.026845637584885906,0.2971698113207547,-0.4056828347175492
0.026845637584885906,0.3018867924528302,-0.3962511181893041
0.026845637584885906,0.30660377358490565,-0.386819401661059
0.026845637584885906,0.3113207547169811,-0.37738768513281384
0.026845637584885906,0.3160377358490566,-0.3679559686045688
0.026845637584885906,0.32075471698113206,-0.3585242520763237
0.026845637584885906,0.32547169811320753,-0.3490925355480786
0.026845637584885906,0.330188679245283,-0.3396608190198335
0.026845637584885906,0.33490566037735847,-0.3302291024915885
0.026845637584885906,0.33962264150943394,-0.3207973859633434
0.026845637584885906,0.3443396226415094,-0.3113656694350983
0.026845637584885906,0.3490566037735849,-0.3019339529068532
0.026845637584885906,0.35377358490566035,-0.29250223637860817
0.026845637584885906,0.3584905660377358,-0.283070519850363
0.026845637584885906,0.3632075471698113,-0.273638803322118
0.026845637584885906,0.3679245283018868,-0.2642070867938727
0.026845637584885906,0.37264150943396224,-0.2547753702656278
0.026845637584885906,0.37735849056603776,-0.24534365373738257
0.026845637584885906,0.3820754716981132,-0.23591193720913764
0.026845637584885906,0.3867924528301887,-0.2264802206808924
0.026845637584885906,0.3915094339622641,-0.21704850415264745
0.026845637584885906,0.39622641509433965,-0.20761678762440225
0.026845637584885906,0.40094339622641506,-0.1981850710961573
0.026845637584885906,0.4056603773584906,-0.18875335456791206
0.026845637584885906,0.410377358490566,-0.17932163803966714
0.026845637584885906,0.41509433962264153,-0.1698899215114219
0.026845637584885906,0.41981132075471694,-0.16045820498317695
0.026845637584885906,0.42452830188679247,-0.15102648845493175
0.026845637584885906,0.4292452830188679,-0.1415947719266868
0.026845637584885906,0.4339622641509434,-0.13216305539844156
0.026845637584885906,0.4386792452830188,-0.1227313388701966
0.026845637584885906,0.44339622641509435,-0.1132996223419514
0.026845637584885906,0.44811320754716977,-0.10386790581370647
0.026845637584885906,0.4528301886792453,-0.09443618928546127
0.026845637584885906,0.4575471698113207,-0.08500447275721629
0.026845637584885906,0.46226415094339623,-0.07557275622897108
0.026845637584885906,0.46698113207547165,-0.0661410397007261
0.026845637584885906,0.4716981132075472,-0.0567093231724809
0.026845637584885906,0.47641509433962265,-0.047277606644235914
0.026845637584885906,0.4811320754716981,-0.037845890115990766
0.026845637584885906,0.4858490566037736,-0.028414173587745617
0.026845637584885906,0.49056603773584906,-0.01898245705950058
0.026845637584885906,0.49528301886792453,-0.009550740531255542
0.026845637584885906,0.5,-0.00011902400301039284
0.026845637584885906,0.5047169811320755,0.009312692525234867
0.026845637584885906,0.5094339622641509,0.018744409053479738
0.026845637584885906,0.5141509433962264,0.02817612558172472
0.026845637584885906,0.5188679245283019,0.037607842109969924
0.026845637584885906,0.5235849056603774,0.047039558638215184
0.026845637584885906,0.5283018867924528,0.05647127516646011
0.026845637584885906,0.5330188679245282,0.0659029916947051
0.026845637584885906,0.5377358490566038,0.07533470822295024
0.026845637584885906,0.5424528301886793,0.0847664247511955
0.026845637584885906,0.5471698113207547,0.09419814127944043
0.026845637584885906,0.5518867924528301,0.10362985780768541
0.026845637584885906,0.5566037735849056,0.11306157433593061
0.026845637584885906,0.5613207547169812,0.12249329086417587
0.026845637584885906,0.5660377358490566,0.13192500739242075
0.026845637584885906,0.570754716981132,0.14135672392066573
0.026845637584885906,0.5754716981132075,0.15078844044891093
0.026845637584885906,0.5801886792452831,0.1602201569771562
0.026845637584885906,0.5849056603773585,0.16965187350540112
0.026845637584885906,0.5896226415094339,0.1790835900336461
0.026845637584885906,0.5943396226415094,0.1885153065618913
0.026845637584885906,0.5990566037735849,0.1979470230901365
0.026845637584885906,0.6037735849056604,0.20737873961838144
0.026845637584885906,0.6084905660377358,0.21681045614662642
0.026845637584885906,0.6132075471698113,0.22624217267487162
0.026845637584885906,0.6179245283018868,0.23567388920311688
0.026845637584885906,0.6226415094339622,0.2451056057313618
0.026845637584885906,0.6273584905660377,0.2545373222596068
0.026845637584885906,0.6320754716981132,0.263969038787852
0.026845637584885906,0.6367924528301887,0.2734007553160972
0.026845637584885906,0.6415094339622641,0.2828324718443422
0.026845637584885906,0.6462264150943395,0.29226418837258705
0.026845637584885906,0.6509433962264151,0.30169590490083237
0.026845637584885906,0.6556603773584906,0.31112762142907746
0.026845637584885906,0.660377358490566,0.32055933795732255
0.026845637584885906,0.6650943396226414,0.3299910544855674
0.026845637584885906,0.6698113207547169,0.33942277101381274
0.026845637584885906,0.6745283018867925,0.34885448754205783
0.026845637584885906,0.6792452830188679,0.3582862040703028
0.026845637584885906,0.6839622641509433,0.3677179205985478
0.026845637584885906,0.6886792452830188,0.377149637126793
0.026845637584885906,0.6933962264150944,0.3865813536550382
0.026845637584885906,0.6981132075471698,0.3960130701832832
0.026845637584885906,0.7028301886792453,0.4054447867115283
0.026845637584885906,0.7075471698113207,0.4148765032397734
0.026845637584885906,0.7122641509433962,0.42430821976801847
0.026845637584885906,0.7169811320754718,0.43373993629626373
0.026845637584885906,0.7216981132075472,0.44317165282450866
0.026845637584885906,0.7264150943396226,0.45260336935275375
0.026845637584885906,0.7311320754716981,0.46203508588099884
0.026845637584885906,0.7358490566037736,0.471466802409244
0.026845637584885906,0.7405660377358491,0.48089851893748903
0.026845637584885906,0.7452830188679245,0.490330235465734
0.026845637584885906,0.75,0.4997619519939792
0.026845637584885906,0.7547169811320754,0.5091936685222243
0.026845637584885906,0.7594339622641509,0.5186253850504694
0.026845637584885906,0.7641509433962264,0.5280571015787143
0.026845637584885906,0.7688679245283019,0.5374888181069595
0.026845637584885906,0.7735849056603773,0.5469205346352046
0.026845637584885906,0.7783018867924528,0.5563522511634497
0.026845637584885906,0.7830188679245282,0.5657839676916947
0.026845637584885906,0.7877358490566038,0.5752156842199398
0.026845637584885906,0.7924528301886792,0.5846474007481848
0.026845637584885906,0.7971698113207547,0.59407911727643
0.026845637584885906,0.8018867924528301,0.6035108338046751
0.026845637584885906,0.8066037735849056,0.6129425503329202
0.026845637584885906,0.8113207547169811,0.6223742668611651
0.026845637584885906,0.8160377358490566,0.6318059833894104
0.026845637584885906,0.820754716981132,0.6412376999176553
0.026845637584885906,0.8254716981132075,0.6506694164459005
0.026845637584885906,0.830188679245283,0.6601011329741455
0.026845637584885906,0.8349056603773585,0.6695328495023907
0.026845637584885906,0.8396226415094339,0.6789645660306357
0.026845637584885906,0.8443396226415094,0.6883962825588809
0.026845637584885906,0.8490566037735848,0.6978279990871259
0.026845637584885906,0.8537735849056604,0.707259715615371
0.026845637584885906,0.8584905660377359,0.7166914321436162
0.026845637584885906,0.8632075471698113,0.7261231486718612
0.026845637584885906,0.8679245283018868,0.7355548652001064
0.026845637584885906,0.8726415094339622,0.7449865817283514
0.026845637584885906,0.8773584905660378,0.7544182982565966
0.026845637584885906,0.8820754716981132,0.7638500147848415
0.026845637584885906,0.8867924528301887,0.7732817313130868
0.026845637584885906,0.8915094339622641,0.7827134478413317
0.026845637584885906,0.8962264150943396,0.7921451643695769
0.026845637584885906,0.9009433962264151,0.8015768808978219
0.026845637584885906,0.9056603773584906,0.8110085974260671
0.026845637584885906,0.910377358490566,0.820440313954312
0.026845637584885906,0.9150943396226415,0.8298720304825572
0.026845637584885906,0.9198113207547169,0.8393037470108022
0.026845637584885906,0.9245283018867925,0.8487354635390474
0.026845637584885906,0.9292452830188679,0.8581671800672924
0.026845637584885906,0.9339622641509434,0.8675988965955376
0.026845637584885906,0.9386792452830188,0.8770306131237826
0.026845637584885906,0.9433962264150944,0.8864623296520278
0.026845637584885906,0.9481132075471698,0.8958940461802727
0.026845637584885906,0.9528301886792453,0.905325762708518
0.026845637584885906,0.9575471698113207,0.9147574792367629
0.026845637584885906,0.9622641509433962,0.9241891957650081
0.026845637584885906,0.9669811320754716,0.9336209122932531
0.026845637584885906,0.9716981132075472,0.9430526288214982
0.026845637584885906,0.9764150943396226,0.9524843453497432
0.026845637584885906,0.9811320754716981,0.9619160618779884
0.026845637584885906,0.9858490566037735,0.9713477784062334
0.026845637584885906,0.9905660377358491,0.9807794949344786
0.026845637584885906,0.9952830188679245,0.9902112114627236
0.026845637584885906,1.0,0.9996429279909688
0.05369127516877181,0.25,-0.5
0.05369127516877181,0.25471698113207547,-0.49057493608171054
0.05369127516877181,0.25943396226415094,-0.4811498721634212
0.05369127516877181,0.2641509433962264,-0.4717248082451318
0.05369127516877181,0.2688679245283019,-0.4622997443268424
0.05369127516877181,0.27358490566037735,-0.45287468040855294
0.05369127516877181,0.2783018867924528,-0.44344961649026354
0.05369127516877181,0.2830188679245283,-0.43402455257197414
0.05369127516877181,0.28773584905660377,-0.42459948865368474
0.05369127516877181,0.29245283018867924,-0.4151744247353953
0.05369127516877181,0.2971698113207547,-0.40574936081710594
0.05369127516877181,0.3018867924528302,-0.39632429689881654
0.05369127516877181,0.30660377358490565,-0.38689923298052714
0.05369127516877181,0.3113207547169811,-0.37747416906223763
0.05369127516877181,0.3160377358490566,-0.3680491051439483
0.05369127516877181,0.32075471698113206,-0.35862404122565894
0.05369127516877181,0.32547169811320753,-0.3491989773073695
0.05369127516877181,0.330188679245283,-0.33977391338908003
0.05369127516877181,0.33490566037735847,-0.3303488494707907
0.05369127516877181,0.33962264150943394,-0.3209237855525013
0.05369127516877181,0.3443396226415094,-0.3114987216342119
0.05369127516877181,0.3490566037735849,-0.30207365771592243
0.05369127516877181,0.35377358490566035,-0.2926485937976331
0.05369127516877181,0.3584905660377358,-0.2832235298793436
0.05369127516877181,0.3632075471698113,-0.2737984659610543
0.05369127516877181,0.3679245283018868,-0.2643734020427647
0.05369127516877181,0.37264150943396224,-0.2549483381244754
0.05369127516877181,0.37735849056603776,-0.2455232742061859
0.05369127516877181,0.3820754716981132,-0.23609821028789663
0.05369127516877181,0.3867924528301887,-0.2266731463696071
0.05369127516877181,0.3915094339622641,-0.21724808245131783
0.05369127516877181,0.39622641509433965,-0.20782301853302826
0.05369127516877181,0.40094339622641506,-0.198397954614739
0.05369127516877181,0.4056603773584906,-0.18897289069644946
0.05369127516877181,0.410377358490566,-0.1795478267781602
0.05369127516877181,0.41509433962264153,-0.17012276285987066
0.05369127516877181,0.41981132075471694,-0.16069769894158137
0.05369127516877181,0.42452830188679247,-0.15127263502329183
0.05369127516877181,0.4292452830188679,-0.14184757110500257
0.05369127516877181,0.4339622641509434,-0.13242250718671303
0.05369127516877181,0.4386792452830188,-0.12299744326842377
0.05369127516877181,0.44339622641509435,-0.11357237935013426
0.05369127516877181,0.44811320754716977,-0.10414731543184497
0.05369127516877181,0.4528301886792453,-0.0947222515135554
0.05369127516877181,0.4575471698113207,-0.08529718759526611
0.05369127516877181,0.46226415094339623,-0.0758721236769766
0.05369127516877181,0.46698113207547165,-0.06644705975868731
0.05369127516877181,0.4716981132075472,-0.0570219958403978
0.05369127516877181,0.47641509433962265,-0.047596931922108454
0.05369127516877181,0.4811320754716981,-0.038171868003819
0.05369127516877181,0.4858490566037736,-0.028746804085529543
0.05369127516877181,0.49056603773584906,-0.019321740167240198
0.05369127516877181,0.49528301886792453,-0.009896676248950798
0.05369127516877181,0.5,-0.0004716123306613418
0.05369127516877181,0.5047169811320755,0.008953451587628225
0.05369127516877181,0.5094339622641509,0.01837851550591746
0.05369127516877181,0.5141509433962264,0.027803579424206748
0.05369127516877181,0.5188679245283019,0.03722864334249626
0.05369127516877181,0.5235849056603774,0.046653707260785826
0.05369127516877181,0.5283018867924528,0.05607877117907506
0.05369127516877181,0.5330188679245282,0.06550383509736435
0.05369127516877181,0.5377358490566038,0.07492889901565392
0.05369127516877181,0.5424528301886793,0.08435396293394348
0.05369127516877181,0.5471698113207547,0.09377902685223272
0.05369127516877181,0.5518867924528301,0.103204090770522
0.05369127516877181,0.5566037735849056,0.11262915468881152
0.05369127516877181,0.5613207547169812,0.12205421860710108
0.05369127516877181,0.5660377358490566,0.13147928252539032
0.05369127516877181,0.570754716981132,0.1409043464436796
0.05369127516877181,0.5754716981132075,0.15032941036196912
0.05369127516877181,0.5801886792452831,0.15975447428025868
0.05369127516877181,0.5849056603773585,0.16917953819854797
0.05369127516877181,0.5896226415094339,0.17860460211683726
0.05369127516877181,0.5943396226415094,0.18802966603512677
0.05369127516877181,0.5990566037735849,0.19745472995341634
0.05369127516877181,0.6037735849056604,0.20687979387170558
0.05369127516877181,0.6084905660377358,0.21630485778999486
0.05369127516877181,0.6132075471698113,0.22572992170828438
0.05369127516877181,0.6179245283018868,0.23515498562657394
0.05369127516877181,0.6226415094339622,0.24458004954486318
0.05369127516877181,0.6273584905660377,0.25400511346315247
0.05369127516877181,0.6320754716981132,0.2634301773814421
0.05369127516877181,0.6367924528301887,0.2728552412997315
0.05369127516877181,0.6415094339622641,0.2822803052180209
0.05369127516877181,0.6462264150943395,0.29170536913631007
0.05369127516877181,0.6509433962264151,0.3011304330545997
0.05369127516877181,0.6556603773584906,0.3105554969728892
0.05369127516877181,0.660377358490566,0.3199805608911785
0.05369127516877181,0.6650943396226414,0.3294056248094678
0.05369127516877181,0.6698113207547169,0.3388306887277573
0.05369127516877181,0.6745283018867925,0.3482557526460468
0.05369127516877181,0.6792452830188679,0.3576808165643361
0.05369127516877181,0.6839622641509433,0.3671058804826254
0.05369127516877181,0.6886792452830188,0.3765309444009149
0.05369127516877181,0.6933962264150944,0.3859560083192044
0.05369127516877181,0.6981132075471698,0.3953810722374938
0.05369127516877181,0.7028301886792453,0.4048061361557832
0.05369127516877181,0.7075471698113207,0.4142312000740726
0.05369127516877181,0.7122641509433962,0.423656263992362
0.05369127516877181,0.7169811320754718,0.43308132791065157
0.05369127516877181,0.7216981132075472,0.4425063918289408
0.05369127516877181,0.7264150943396226,0.4519314557472302
0.05369127516877181,0.7311320754716981,0.4613565196655196
0.05369127516877181,0.7358490566037736,0.47078158358380917
0.05369127516877181,0.7405660377358491,0.4802066475020985
0.05369127516877181,0.7452830188679245,0.4896317114203878
0.05369127516877181,0.75,0.4990567753386773
0.05369127516877181,0.7547169811320754,0.5084818392569666
0.05369127516877181,0.7594339622641509,0.5179069031752561
0.05369127516877181,0.7641509433962264,0.5273319670935455
0.05369127516877181,0.7688679245283019,0.5367570310118349
0.05369127516877181,0.7735849056603773,0.5461820949301242
0.05369127516877181,0.7783018867924528,0.5556071588484137
0.05369127516877181,0.7830188679245282,0.5650322227667031
0.05369127516877181,0.7877358490566038,0.5744572866849925
0.05369127516877181,0.7924528301886792,0.583882350603282
0.05369127516877181,0.7971698113207547,0.5933074145215713
0.05369127516877181,0.8018867924528301,0.6027324784398607
0.05369127516877181,0.8066037735849056,0.6121575423581501
0.05369127516877181,0.8113207547169811,0.6215826062764396
0.05369127516877181,0.8160377358490566,0.6310076701947289
0.05369127516877181,0.820754716981132,0.6404327341130183
0.05369127516877181,0.8254716981132075,0.6498577980313078
0.05369127516877181,0.830188679245283,0.6592828619495971
0.05369127516877181,0.8349056603773585,0.6687079258678866
0.05369127516877181,0.8396226415094339,0.6781329897861759
0.05369127516877181,0.8443396226415094,0.6875580537044654
0.05369127516877181,0.8490566037735848,0.6969831176227547
0.05369127516877181,0.8537735849056604,0.7064081815410442
0.05369127516877181,0.8584905660377359,0.7158332454593337
0.05369127516877181,0.8632075471698113,0.725258309377623
0.05369127516877181,0.8679245283018868,0.7346833732959126
0.05369127516877181,0.8726415094339622,0.7441084372142018
0.05369127516877181,0.8773584905660378,0.7535335011324914
0.05369127516877181,0.8820754716981132,0.7629585650507806
0.05369127516877181,0.8867924528301887,0.7723836289690702
0.05369127516877181,0.8915094339622641,0.7818086928873594
0.05369127516877181,0.8962264150943396,0.791233756805649
0.05369127516877181,0.9009433962264151,0.8006588207239382
0.05369127516877181,0.9056603773584906,0.8100838846422278
0.05369127516877181,0.910377358490566,0.819508948560517
0.05369127516877181,0.9150943396226415,0.8289340124788066
0.05369127516877181,0.9198113207547169,0.838359076397096
0.05369127516877181,0.9245283018867925,0.8477841403153854
0.05369127516877181,0.9292452830188679,0.8572092042336747
0.05369127516877181,0.9339622641509434,0.8666342681519642
0.05369127516877181,0.9386792452830188,0.8760593320702535
0.05369127516877181,0.9433962264150944,0.885484395988543
0.05369127516877181,0.9481132075471698,0.8949094599068323
0.05369127516877181,0.9528301886792453,0.9043345238251218
0.05369127516877181,0.9575471698113207,0.9137595877434112
0.05369127516877181,0.9622641509433962,0.9231846516617007
0.05369127516877181,0.9669811320754716,0.93260971557999
0.05369127516877181,0.9716981132075472,0.9420347794982795
0.05369127516877181,0.9764150943396226,0.9514598434165688
0.05369127516877181,0.9811320754716981,0.9608849073348583
0.05369127516877181,0.9858490566037735,0.9703099712531476
0.05369127516877181,0.9905660377358491,0.9797350351714371
0.05369127516877181,0.9952830188679245,0.9891600990897264
0.05369127516877181,1.0,0.9985851630080159
0.08053691275265773,0.25,-0.5
0.08053691275265773,0.25471698113207547,-0.49058586391494224
0.08053691275265773,0.25943396226415094,-0.48117172782988465
0.08053691275265773,0.2641509433962264,-0.47175759174482695
0.08053691275265773,0.2688679245283019,-0.4623434556597693
0.08053691275265773,0.27358490566037735,-0.45292931957471155
0.08053691275265773,0.2783018867924528,-0.4435151834896539
0.08053691275265773,0.2830188679245283,-0.43410104740459626
0.08053691275265773,0.28773584905660377,-0.42468691131953856
0.08053691275265773,0.29245283018867924,-0.4152727752344808
0.08053691275265773,0.2971698113207547,-0.4058586391494232
0.08053691275265773,0.3018867924528302,-0.3964445030643655
0.08053691275265773,0.30660377358490565,-0.38703036697930787
0.08053691275265773,0.3113207547169811,-0.3776162308942501
0.08053691275265773,0.3160377358490566,-0.3682020948091925
0.08053691275265773,0.32075471698113206,-0.3587879587241348
0.08053691275265773,0.32547169811320753,-0.3493738226390771
0.08053691275265773,0.330188679245283,-0.3399596865540194
0.08053691275265773,0.33490566037735847,-0.3305455504689618
0.08053691275265773,0.33962264150943394,-0.32113141438390413
0.08053691275265773,0.3443396226415094,-0.31171727829884643
0.08053691275265773,0.3490566037735849,-0.3023031422137887
0.08053691275265773,0.35377358490566035,-0.29288900612873103
0.08053691275265773,0.3584905660377358,-0.2834748700436734
0.08053691275265773,0.3632075471698113,-0.27406073395861574
0.08053691275265773,0.3679245283018868,-0.26464659787355793
0.08053691275265773,0.37264150943396224,-0.25523246178850034
0.08053691275265773,0.37735849056603776,-0.24581832570344253
0.08053691275265773,0.3820754716981132,-0.236404189618385
0.08053691275265773,0.3867924528301887,-0.22699005353332719
0.08053691275265773,0.3915094339622641,-0.21757591744826962
0.08053691275265773,0.39622641509433965,-0.2081617813632118
0.08053691275265773,0.40094339622641506,-0.19874764527815428
0.08053691275265773,0.4056603773584906,-0.18933350919309647
0.08053691275265773,0.410377358490566,-0.17991937310803893
0.08053691275265773,0.41509433962264153,-0.1705052370229811
0.08053691275265773,0.41981132075471694,-0.16109110093792356
0.08053691275265773,0.42452830188679247,-0.15167696485286575
0.08053691275265773,0.4292452830188679,-0.1422628287678082
0.08053691275265773,0.4339622641509434,-0.13284869268275037
0.08053691275265773,0.4386792452830188,-0.12343455659769287
0.08053691275265773,0.44339622641509435,-0.11402042051263506
0.08053691275265773,0.44811320754716977,-0.10460628442757747
0.08053691275265773,0.4528301886792453,-0.09519214834251971
0.08053691275265773,0.4575471698113207,-0.08577801225746212
0.08053691275265773,0.46226415094339623,-0.07636387617240437
0.08053691275265773,0.46698113207547165,-0.06694974008734678
0.08053691275265773,0.4716981132075472,-0.057535604002288965
0.08053691275265773,0.47641509433962265,-0.048121467917231375
0.08053691275265773,0.4811320754716981,-0.03870733183217362
0.08053691275265773,0.4858490566037736,-0.029293195747115863
0.08053691275265773,0.49056603773584906,-0.019879059662058274
0.08053691275265773,0.49528301886792453,-0.010464923577000629
0.08053691275265773,0.5,-0.0010507874919429283
0.08053691275265773,0.5047169811320755,0.008363348593114939
0.08053691275265773,0.5094339622641509,0.017777484678172473
0.08053691275265773,0.5141509433962264,0.027191620763230007
0.08053691275265773,0.5188679245283019,0.03660575684828782
0.08053691275265773,0.5235849056603774,0.04601989293334563
